2025-10-16 18:48:55,006 Starting multiprocessing evaluation with 31 workers on 2493 items.
2025-10-16 18:48:55,506 Folder: CrackForest-024 | Best File: None | Dice: 0.0000 | F1: 0.0000 | IoU: 0.0000 | MAE: 1.0000
2025-10-16 18:48:55,655 Folder: CrackForest-007 | Best File: 0.png | Dice: 0.0007 | F1: 0.0007 | IoU: 0.0004 | MAE: 0.5810
2025-10-16 18:48:55,661 Folder: CrackForest-025 | Best File: 0.png | Dice: 0.0192 | F1: 0.0192 | IoU: 0.0097 | MAE: 0.9902
2025-10-16 18:48:55,685 Folder: CrackForest-020 | Best File: 0.png | Dice: 0.0012 | F1: 0.0012 | IoU: 0.0006 | MAE: 0.4971
2025-10-16 18:48:55,686 Folder: CrackForest-021 | Best File: 0.png | Dice: 0.0034 | F1: 0.0034 | IoU: 0.0017 | MAE: 0.1503
2025-10-16 18:48:55,747 Folder: CrackForest-031 | Best File: 0.png | Dice: 0.0406 | F1: 0.0406 | IoU: 0.0207 | MAE: 0.9792
2025-10-16 18:48:55,773 Folder: CrackForest-029 | Best File: 0.png | Dice: 0.0297 | F1: 0.0297 | IoU: 0.0151 | MAE: 0.9849
2025-10-16 18:48:55,789 Folder: CrackForest-026 | Best File: 0.png | Dice: 0.0223 | F1: 0.0223 | IoU: 0.0113 | MAE: 0.9881
2025-10-16 18:48:55,794 Folder: CrackForest-033 | Best File: 0.png | Dice: 0.0200 | F1: 0.0200 | IoU: 0.0101 | MAE: 0.9896
2025-10-16 18:48:55,810 Folder: CrackForest-018 | Best File: 1.png | Dice: 0.0010 | F1: 0.0010 | IoU: 0.0005 | MAE: 0.5193
2025-10-16 18:48:55,814 Folder: CrackForest-015 | Best File: 0.png | Dice: 0.0128 | F1: 0.0128 | IoU: 0.0064 | MAE: 0.9935
2025-10-16 18:48:55,820 Folder: CrackForest-005 | Best File: 0.png | Dice: 0.0009 | F1: 0.0009 | IoU: 0.0004 | MAE: 0.6898
2025-10-16 18:48:55,824 Folder: CrackForest-023 | Best File: 0.png | Dice: 0.0698 | F1: 0.0698 | IoU: 0.0362 | MAE: 0.9633
2025-10-16 18:48:55,827 Folder: CrackForest-002 | Best File: 0.png | Dice: 0.0189 | F1: 0.0189 | IoU: 0.0095 | MAE: 0.1531
2025-10-16 18:48:55,830 Folder: CrackForest-028 | Best File: 1.png | Dice: 0.0348 | F1: 0.0348 | IoU: 0.0177 | MAE: 0.9800
2025-10-16 18:48:55,833 Folder: CrackForest-010 | Best File: 1.png | Dice: 0.0016 | F1: 0.0016 | IoU: 0.0008 | MAE: 0.5235
2025-10-16 18:48:55,837 Folder: CrackForest-022 | Best File: 0.png | Dice: 0.0124 | F1: 0.0124 | IoU: 0.0062 | MAE: 0.5348
2025-10-16 18:48:55,839 Folder: CrackForest-014 | Best File: 0.png | Dice: 0.0119 | F1: 0.0119 | IoU: 0.0060 | MAE: 0.5396
2025-10-16 18:48:55,845 Folder: CrackForest-003 | Best File: 0.png | Dice: 0.0311 | F1: 0.0311 | IoU: 0.0158 | MAE: 0.9841
2025-10-16 18:48:55,849 Folder: CrackForest-017 | Best File: 1.png | Dice: 0.0066 | F1: 0.0066 | IoU: 0.0033 | MAE: 0.5554
2025-10-16 18:48:55,849 Folder: CrackForest-011 | Best File: 0.png | Dice: 0.0177 | F1: 0.0177 | IoU: 0.0089 | MAE: 0.9908
2025-10-16 18:48:55,850 Folder: CrackForest-019 | Best File: 0.png | Dice: 0.0237 | F1: 0.0237 | IoU: 0.0120 | MAE: 0.0766
2025-10-16 18:48:55,853 Folder: CrackForest-030 | Best File: 0.png | Dice: 0.0116 | F1: 0.0116 | IoU: 0.0058 | MAE: 0.5332
2025-10-16 18:48:55,880 Folder: CrackForest-001 | Best File: 2.png | Dice: 0.0154 | F1: 0.0154 | IoU: 0.0077 | MAE: 0.4835
2025-10-16 18:48:55,895 Folder: CrackForest-032 | Best File: 1.png | Dice: 0.0298 | F1: 0.0298 | IoU: 0.0151 | MAE: 0.9844
2025-10-16 18:48:55,911 Folder: CrackForest-008 | Best File: 1.png | Dice: 0.0090 | F1: 0.0090 | IoU: 0.0045 | MAE: 0.2679
2025-10-16 18:48:55,915 Folder: CrackForest-004 | Best File: 0.png | Dice: 0.0006 | F1: 0.0006 | IoU: 0.0003 | MAE: 0.7096
2025-10-16 18:48:55,937 Folder: CrackForest-036 | Best File: 1.png | Dice: 0.0034 | F1: 0.0034 | IoU: 0.0017 | MAE: 0.1506
2025-10-16 18:48:55,955 Folder: CrackForest-027 | Best File: 1.png | Dice: 0.0269 | F1: 0.0269 | IoU: 0.0136 | MAE: 0.9861
2025-10-16 18:48:55,969 Folder: CrackForest-049 | Best File: 0.png | Dice: 0.0070 | F1: 0.0070 | IoU: 0.0035 | MAE: 0.9965
2025-10-16 18:48:55,978 Folder: CrackForest-052 | Best File: 0.png | Dice: 0.0152 | F1: 0.0152 | IoU: 0.0076 | MAE: 0.5197
2025-10-16 18:48:55,992 Folder: CrackForest-034 | Best File: 0.png | Dice: 0.0504 | F1: 0.0504 | IoU: 0.0259 | MAE: 0.9734
2025-10-16 18:48:56,007 Folder: CrackForest-009 | Best File: 0.png | Dice: 0.0002 | F1: 0.0002 | IoU: 0.0001 | MAE: 0.4778
2025-10-16 18:48:56,018 Folder: CrackForest-016 | Best File: 0.png | Dice: 0.0179 | F1: 0.0179 | IoU: 0.0090 | MAE: 0.9900
