2025-10-16 18:46:53,371 Starting multiprocessing evaluation with 31 workers on 2493 items.
2025-10-16 18:46:54,135 Folder: CrackForest-015 | Best File: 1.png | Dice: 0.0128 | F1: 0.0128 | IoU: 0.0064 | MAE: 0.9936
2025-10-16 18:46:54,189 Folder: CrackForest-011 | Best File: 1.png | Dice: 0.0177 | F1: 0.0177 | IoU: 0.0089 | MAE: 0.9911
2025-10-16 18:46:54,304 Folder: CrackForest-006 | Best File: 1.png | Dice: 0.0223 | F1: 0.0223 | IoU: 0.0113 | MAE: 0.9883
2025-10-16 18:46:54,338 Folder: CrackForest-031 | Best File: 2.png | Dice: 0.0406 | F1: 0.0406 | IoU: 0.0207 | MAE: 0.9792
2025-10-16 18:46:54,342 Folder: CrackForest-003 | Best File: 2.png | Dice: 0.0311 | F1: 0.0311 | IoU: 0.0158 | MAE: 0.9841
2025-10-16 18:46:54,353 Folder: CrackForest-001 | Best File: 2.png | Dice: 0.0075 | F1: 0.0075 | IoU: 0.0038 | MAE: 0.5181
2025-10-16 18:46:54,359 Folder: CrackForest-030 | Best File: 2.png | Dice: 0.0112 | F1: 0.0112 | IoU: 0.0056 | MAE: 0.5330
2025-10-16 18:46:54,363 Folder: CrackForest-026 | Best File: 2.png | Dice: 0.0222 | F1: 0.0222 | IoU: 0.0113 | MAE: 0.9887
2025-10-16 18:46:54,384 Folder: CrackForest-023 | Best File: 1.png | Dice: 0.0698 | F1: 0.0698 | IoU: 0.0362 | MAE: 0.9634
2025-10-16 18:46:54,413 Folder: CrackForest-018 | Best File: 2.png | Dice: 0.0006 | F1: 0.0006 | IoU: 0.0003 | MAE: 0.4796
2025-10-16 18:46:54,507 Folder: CrackForest-029 | Best File: 3.png | Dice: 0.0297 | F1: 0.0297 | IoU: 0.0151 | MAE: 0.9849
2025-10-16 18:46:54,518 Folder: CrackForest-005 | Best File: 2.png | Dice: 0.0043 | F1: 0.0043 | IoU: 0.0022 | MAE: 0.3002
2025-10-16 18:46:54,555 Folder: CrackForest-017 | Best File: 3.png | Dice: 0.0166 | F1: 0.0166 | IoU: 0.0084 | MAE: 0.9916
2025-10-16 18:46:54,561 Folder: CrackForest-014 | Best File: 2.png | Dice: 0.0179 | F1: 0.0179 | IoU: 0.0090 | MAE: 0.9909
2025-10-16 18:46:54,564 Folder: CrackForest-027 | Best File: 1.png | Dice: 0.0269 | F1: 0.0269 | IoU: 0.0136 | MAE: 0.9863
2025-10-16 18:46:54,568 Folder: CrackForest-025 | Best File: 2.png | Dice: 0.0347 | F1: 0.0347 | IoU: 0.0176 | MAE: 0.0355
2025-10-16 18:46:54,584 Folder: CrackForest-010 | Best File: 2.png | Dice: 0.7478 | F1: 0.7478 | IoU: 0.5971 | MAE: 0.0074
2025-10-16 18:46:54,593 Folder: CrackForest-009 | Best File: 1.png | Dice: 0.0261 | F1: 0.0261 | IoU: 0.0132 | MAE: 0.9867
2025-10-16 18:46:54,726 Folder: CrackForest-002 | Best File: 7.png | Dice: 0.3399 | F1: 0.3399 | IoU: 0.2047 | MAE: 0.0280
2025-10-16 18:46:54,732 Folder: CrackForest-022 | Best File: 7.png | Dice: 0.3995 | F1: 0.3995 | IoU: 0.2496 | MAE: 0.0227
2025-10-16 18:46:54,744 Folder: CrackForest-024 | Best File: 1.png | Dice: 0.0432 | F1: 0.0432 | IoU: 0.0221 | MAE: 0.9769
2025-10-16 18:46:54,760 Folder: CrackForest-004 | Best File: 1.png | Dice: 0.7127 | F1: 0.7127 | IoU: 0.5536 | MAE: 0.0086
2025-10-16 18:46:54,781 Folder: CrackForest-019 | Best File: 7.png | Dice: 0.0260 | F1: 0.0260 | IoU: 0.0132 | MAE: 0.0380
2025-10-16 18:46:54,789 Folder: CrackForest-021 | Best File: 7.png | Dice: 0.0440 | F1: 0.0440 | IoU: 0.0225 | MAE: 0.9597
2025-10-16 18:46:54,792 Folder: CrackForest-028 | Best File: 1.png | Dice: 0.7363 | F1: 0.7363 | IoU: 0.5826 | MAE: 0.0097
2025-10-16 18:46:54,811 Folder: CrackForest-013 | Best File: 1.png | Dice: 0.0335 | F1: 0.0335 | IoU: 0.0170 | MAE: 0.1949
2025-10-16 18:46:54,823 Folder: CrackForest-020 | Best File: 2.png | Dice: 0.0247 | F1: 0.0247 | IoU: 0.0125 | MAE: 0.9861
2025-10-16 18:46:54,885 Folder: CrackForest-016 | Best File: 2.png | Dice: 0.0179 | F1: 0.0179 | IoU: 0.0090 | MAE: 0.9909
2025-10-16 18:46:54,904 Folder: CrackForest-049 | Best File: 1.png | Dice: 0.0070 | F1: 0.0070 | IoU: 0.0035 | MAE: 0.9965
2025-10-16 18:46:54,955 Folder: CrackForest-007 | Best File: 3.png | Dice: 0.6914 | F1: 0.6914 | IoU: 0.5284 | MAE: 0.0077
